date,state,total_enrollment,total_demographic_updates,total_biometric_updates
2025-10-13,Gujarat,4333,4381,98
2025-10-13,Haryana,1238,2215,54
2025-10-13,Himachal Pradesh,194,468,2
2025-10-13,Jammu And Kashmir,873,953,33
2025-10-13,Jharkhand,3031,6495,46
2025-10-13,Karnataka,3653,4240,67
2025-10-13,Kerala,1233,2755,68
2025-10-13,Ladakh,10,1,0
2025-10-13,Lakshadweep,1,5,0
2025-10-13,Madhya Pradesh,4518,6224,18
2025-10-13,Maharashtra,4244,24619,246
2025-10-13,Manipur,186,482,70
2025-10-13,Meghalaya,439,591,4
2025-10-13,Mizoram,39,203,5
2025-10-13,Nagaland,79,152,6
2025-10-13,Odisha,1783,5165,518
2025-10-13,Puducherry,27,58,4
2025-10-13,Punjab,1064,3792,351
2025-10-13,Rajasthan,5724,7988,23
2025-10-13,Sikkim,16,63,0
2025-10-13,Tamil Nadu,4721,8091,453
2025-10-13,Telangana,2225,3579,198
2025-10-13,Tripura,60,928,9
2025-10-13,Uttar Pradesh,10718,34660,139
2025-10-13,Uttarakhand,456,1482,13
2025-10-13,West Bengal,5584,16370,194
2025-10-15,Andaman And Nicobar Islands,7,96,119
2025-10-15,Andhra Pradesh,1643,19422,10966
2025-10-15,Arunachal Pradesh,74,486,179
2025-10-15,Assam,2024,15559,4069
2025-10-15,Bihar,8981,87815,17361
2025-10-15,Chandigarh,30,503,59
2025-10-15,Chhatisgarh,0,2,0
2025-10-15,Chhattisgarh,1121,14423,8019
2025-10-15,Dadra And Nagar Haveli And Daman And Diu,21,145,137
2025-10-15,Delhi,657,6131,1842
2025-10-15,Goa,38,407,146
2025-10-15,Gujarat,2595,19635,9473
2025-10-15,Haryana,1017,8243,7824
2025-10-15,Himachal Pradesh,237,1514,3329
2025-10-15,Jammu And Kashmir,610,2839,4340
2025-10-15,Jharkhand,2154,12954,9858
2025-10-15,Karnataka,2256,15063,8795
2025-10-15,Kerala,641,9208,4332
2025-10-15,Ladakh,9,30,39
2025-10-15,Lakshadweep,1,19,26
2025-10-15,Madhya Pradesh,4926,18175,22048
2025-10-15,Maharashtra,5412,48829,50415
2025-10-15,Manipur,264,1805,1455
2025-10-15,Meghalaya,504,704,351
2025-10-15,Mizoram,86,348,272
2025-10-15,Nagaland,177,458,518
2025-10-15,Odisha,2425,10750,10122
2025-10-15,Puducherry,34,412,328
2025-10-15,Punjab,1006,6499,5417
2025-10-15,Rajasthan,3368,15042,21424
2025-10-15,Sikkim,17,76,62
2025-10-15,Tamil Nadu,2350,22741,18876
2025-10-15,Telangana,1504,14824,8016
2025-10-15,Tripura,98,1176,751
2025-10-15,Uttar Pradesh,7414,72904,49667
2025-10-15,Uttarakhand,397,3273,3685
2025-10-15,West Bengal,4755,29745,11334
2025-10-16,Andaman And Nicobar Islands,4,47,120
2025-10-16,Andhra Pradesh,979,16327,9015
2025-10-16,Arunachal Pradesh,62,462,290
2025-10-16,Assam,1377,13925,6265
2025-10-16,Bihar,4891,77490,19911
2025-10-16,Chandigarh,13,465,151
2025-10-16,Chhattisgarh,555,15391,9455
2025-10-16,Dadra And Nagar Haveli And Daman And Diu,10,321,128
2025-10-16,Delhi,293,6728,3797
2025-10-16,Goa,8,423,296
2025-10-16,Gujarat,1265,17782,9397
2025-10-16,Haryana,444,8590,9163
2025-10-16,Himachal Pradesh,119,1596,3419
2025-10-16,Jammu And Kashmir,372,3304,4364
2025-10-16,Jharkhand,1191,14756,10315
2025-10-16,Karnataka,1350,19617,10902
2025-10-16,Kerala,629,10626,4472
2025-10-16,Ladakh,10,43,29
2025-10-16,Lakshadweep,3,43,29
2025-10-16,Madhya Pradesh,2493,22395,19103
2025-10-16,Maharashtra,2565,66179,39366
2025-10-16,Manipur,122,2293,975
2025-10-16,Meghalaya,355,1147,316
2025-10-16,Mizoram,39,501,243
2025-10-16,Nagaland,100,751,614
2025-10-16,Odisha,1336,14108,8175
2025-10-16,Puducherry,20,549,285
2025-10-16,Punjab,547,11345,5587
2025-10-16,Rajasthan,1852,16954,14765
2025-10-16,Sikkim,11,109,47
2025-10-16,Tamil Nadu,1597,22050,16324
2025-10-16,Telangana,1144,14366,9110
2025-10-16,Tripura,110,1190,747
2025-10-16,Uttar Pradesh,6796,67122,45043
2025-10-16,Uttarakhand,307,3400,2999
2025-10-16,West Bengal,3989,41157,9436
2025-10-17,Andaman And Nicobar Islands,11,33,114
2025-10-17,Andhra Pradesh,3367,15718,17557
2025-10-17,Arunachal Pradesh,94,430,571
2025-10-17,Assam,3452,10969,15939
2025-10-17,Bihar,19448,60812,25865
2025-10-17,Chandigarh,58,243,216
2025-10-17,Chhattisgarh,2461,10945,11811
2025-10-17,Dadra And Nagar Haveli And Daman And Diu,12,117,133
2025-10-17,Delhi,1300,3208,3489
2025-10-17,Goa,35,365,470
2025-10-17,Gujarat,2653,12674,8900
2025-10-17,Haryana,2013,4710,8637
2025-10-17,Himachal Pradesh,426,1309,3277
2025-10-17,Jammu And Kashmir,1304,2408,5799
2025-10-17,Jharkhand,4478,11803,7228
2025-10-17,Karnataka,3877,10864,10354
2025-10-17,Kerala,1564,7015,4432
2025-10-17,Ladakh,17,9,37
2025-10-17,Lakshadweep,10,19,23
2025-10-17,Madhya Pradesh,7727,8871,12381
2025-10-17,Maharashtra,6616,30875,55186
2025-10-17,Manipur,198,1392,2147
2025-10-17,Meghalaya,136,381,398
2025-10-17,Mizoram,79,237,629
2025-10-17,Nagaland,102,241,797
2025-10-17,Odisha,3083,5181,16043
2025-10-17,Puducherry,27,133,474
2025-10-17,Punjab,933,4895,8013
2025-10-17,Rajasthan,4980,8242,11569
2025-10-17,Sikkim,23,37,63
2025-10-17,Tamil Nadu,4902,10181,26487
2025-10-17,Telangana,4311,16355,15094
2025-10-17,Tripura,280,1103,1119
2025-10-17,Uttar Pradesh,22017,54360,40456
2025-10-17,Uttarakhand,1144,2531,2551
2025-10-17,West Bengal,12674,24377,14648
2025-10-18,Andaman And Nicobar Islands,8,20,158
2025-10-18,Andhra Pradesh,1924,9463,16708
2025-10-18,Arunachal Pradesh,50,131,396
2025-10-18,Assam,1662,5902,12938
2025-10-18,Bihar,8371,28600,28566
2025-10-18,Chandigarh,26,158,220
2025-10-18,Chhattisgarh,1056,4443,13574
2025-10-18,Dadra And Nagar Haveli And Daman And Diu,16,40,91
2025-10-18,Delhi,557,1235,3785
2025-10-18,Goa,35,73,390
2025-10-18,Gujarat,1368,1895,6303
2025-10-18,Haryana,1229,1259,8567
2025-10-18,Himachal Pradesh,354,355,3072
2025-10-18,Jammu And Kashmir,675,899,4881
2025-10-18,Jharkhand,1868,3290,9247
2025-10-18,Karnataka,2168,5901,9899
2025-10-18,Kerala,775,5156,6617
2025-10-18,Ladakh,4,12,47
2025-10-18,Lakshadweep,1,5,29
2025-10-18,Madhya Pradesh,4193,9057,24517
2025-10-18,Maharashtra,3881,24809,52283
2025-10-18,Manipur,177,1195,2414
2025-10-18,Meghalaya,172,252,400
2025-10-18,Mizoram,91,118,703
2025-10-18,Nagaland,140,152,950
2025-10-18,Odisha,2008,3750,18998
2025-10-18,Puducherry,35,53,494
2025-10-18,Punjab,950,2315,7696
2025-10-18,Rajasthan,2735,2247,16241
2025-10-18,Sikkim,16,4,19
2025-10-18,Tamil Nadu,2247,4176,17784
2025-10-18,Telangana,1923,6061,10708
2025-10-18,Tripura,108,373,916
2025-10-18,Uttar Pradesh,9674,20985,54781
2025-10-18,Uttarakhand,484,1147,4117
2025-10-18,West Bengal,5017,27675,18051
2025-10-19,Andaman And Nicobar Islands,4,54,57
2025-10-19,Andhra Pradesh,1694,12009,19767
2025-10-19,Arunachal Pradesh,32,99,460
2025-10-19,Assam,1206,4360,12889
2025-10-19,Bihar,5726,25142,23263
2025-10-19,Chandigarh,26,98,130
2025-10-19,Chhattisgarh,828,3229,9704
2025-10-19,Dadra And Nagar Haveli And Daman And Diu,2,30,85
2025-10-19,Delhi,624,1858,3361
2025-10-19,Goa,33,107,309
2025-10-19,Gujarat,1458,3694,6198
2025-10-19,Haryana,950,3316,6107
2025-10-19,Himachal Pradesh,274,701,2212
2025-10-19,Jammu And Kashmir,843,2179,5540
2025-10-19,Jharkhand,2219,7793,7223
2025-10-19,Karnataka,3098,10245,15700
2025-10-19,Kerala,1225,7318,10704
2025-10-19,Ladakh,0,21,18
2025-10-19,Lakshadweep,3,14,71
2025-10-19,Madhya Pradesh,3356,11400,13533
2025-10-19,Maharashtra,4087,25898,62165
2025-10-19,Manipur,188,3223,2751
2025-10-19,Meghalaya,160,189,349
2025-10-19,Mizoram,58,201,412
2025-10-19,Nagaland,179,423,759
2025-10-19,Odisha,2307,7441,14232
2025-10-19,Puducherry,37,219,470
2025-10-19,Punjab,648,3589,6782
2025-10-19,Rajasthan,2626,8946,8900
2025-10-19,Sikkim,9,30,75
2025-10-19,Tamil Nadu,2268,11430,29633
2025-10-19,Telangana,2512,14308,13508
2025-10-19,Tripura,138,560,1117
2025-10-19,Uttar Pradesh,12000,37854,44172
2025-10-19,Uttarakhand,539,1280,2639
2025-10-19,West Bengal,7581,23970,19968
2025-10-20,Andaman And Nicobar Islands,1,5,0
2025-10-20,Andhra Pradesh,330,5461,846
2025-10-20,Arunachal Pradesh,16,68,16
2025-10-20,Assam,644,3552,1340
2025-10-20,Bihar,2933,12907,1285
2025-10-20,Chandigarh,1,60,7
2025-10-20,Chhattisgarh,206,949,403
2025-10-20,Dadra And Nagar Haveli And Daman And Diu,1,32,13
2025-10-20,Delhi,114,927,186
2025-10-20,Goa,4,47,14
2025-10-20,Gujarat,122,2745,499
2025-10-20,Haryana,148,1044,160
2025-10-20,Himachal Pradesh,42,232,105
2025-10-20,Jammu And Kashmir,343,1052,688
2025-10-20,Jharkhand,504,1886,194
2025-10-20,Karnataka,459,5176,2700
2025-10-20,Kerala,400,2319,1144
2025-10-20,Ladakh,3,10,3
2025-10-20,Lakshadweep,2,8,27
2025-10-20,Madhya Pradesh,591,2266,483
2025-10-20,Maharashtra,1401,18412,18526
2025-10-20,Manipur,116,1829,849
2025-10-20,Meghalaya,44,42,45
2025-10-20,Mizoram,34,84,51
2025-10-20,Nagaland,68,184,111
2025-10-20,Odisha,451,2669,1892
2025-10-20,Puducherry,8,99,29
2025-10-20,Punjab,76,1288,282
2025-10-20,Rajasthan,571,2352,580
2025-10-20,Sikkim,1,9,1
2025-10-20,Tamil Nadu,798,7925,1034
2025-10-20,Telangana,358,7823,535
2025-10-20,Tripura,36,213,22
2025-10-20,Uttar Pradesh,2274,14035,1632
2025-10-20,Uttarakhand,80,574,89
2025-10-20,West Bengal,2217,13719,1560
2025-10-21,Andaman And Nicobar Islands,0,28,11
2025-10-21,Andhra Pradesh,226,2508,2645
2025-10-21,Arunachal Pradesh,14,110,62
2025-10-21,Assam,375,1822,1394
2025-10-21,Bihar,1242,9837,1750
2025-10-21,Chandigarh,2,112,16
2025-10-21,Chhattisgarh,78,1732,414
2025-10-21,Dadra And Nagar Haveli And Daman And Diu,6,18,10
2025-10-21,Delhi,64,1298,253
2025-10-21,Goa,0,78,20
2025-10-21,Gujarat,586,1212,217
2025-10-21,Haryana,48,1538,319
2025-10-21,Himachal Pradesh,7,258,130
2025-10-21,Jammu And Kashmir,81,337,348
2025-10-21,Jharkhand,192,1801,362
2025-10-21,Karnataka,452,2057,743
2025-10-21,Kerala,196,1538,1105
2025-10-21,Ladakh,2,6,8
2025-10-21,Lakshadweep,3,3,14
2025-10-21,Madhya Pradesh,281,3062,944
2025-10-21,Maharashtra,416,3743,12029
2025-10-21,Manipur,37,764,594
2025-10-21,Meghalaya,116,136,43
2025-10-21,Mizoram,23,134,64
2025-10-21,Nagaland,53,87,90
2025-10-21,Odisha,270,1853,1356
2025-10-21,Puducherry,10,54,30
2025-10-21,Punjab,189,1162,595
2025-10-21,Rajasthan,203,1647,802
2025-10-21,Sikkim,0,10,0
2025-10-21,Tamil Nadu,369,2396,1771
2025-10-21,Telangana,152,925,1213
2025-10-21,Tripura,7,62,33
2025-10-21,Uttar Pradesh,933,6216,2367
2025-10-21,Uttarakhand,21,346,155
2025-10-21,West Bengal,985,8475,1482
2025-10-22,Andaman And Nicobar Islands,0,1,0
2025-10-22,Andhra Pradesh,3,410,71
2025-10-22,Arunachal Pradesh,1,22,4
2025-10-22,Assam,15,473,109
2025-10-22,Bihar,19,1377,152
2025-10-22,Chandigarh,0,24,2
2025-10-22,Chhattisgarh,1,254,72
2025-10-22,Dadra And Nagar Haveli And Daman And Diu,0,4,1
2025-10-22,Delhi,2,364,23
2025-10-22,Goa,1,24,1
2025-10-22,Gujarat,41,278,10
2025-10-22,Haryana,0,331,30
2025-10-22,Himachal Pradesh,1,45,19
2025-10-22,Jammu And Kashmir,4,114,39
2025-10-22,Jharkhand,10,228,25
2025-10-22,Karnataka,3,417,43
2025-10-22,Kerala,4,318,84
2025-10-22,Ladakh,0,1,1
2025-10-22,Madhya Pradesh,14,415,51
2025-10-22,Maharashtra,6,719,314
2025-10-22,Manipur,0,49,24
2025-10-22,Meghalaya,35,18,6
2025-10-22,Mizoram,0,21,10
2025-10-22,Nagaland,6,32,8
2025-10-22,Odisha,6,200,21
2025-10-22,Puducherry,0,11,1
2025-10-22,Punjab,2,297,24
2025-10-22,Rajasthan,7,375,77
2025-10-22,Sikkim,0,1,0
2025-10-22,Tamil Nadu,8,453,79
2025-10-22,Telangana,6,280,38
2025-10-22,Tripura,1,23,5
2025-10-22,Uttar Pradesh,23,1227,217
2025-10-22,Uttarakhand,0,80,9
2025-10-22,West Bengal,14,1560,111
2025-10-23,Andaman And Nicobar Islands,0,3,13
2025-10-23,Andhra Pradesh,11,757,187
2025-10-23,Arunachal Pradesh,1,23,15
2025-10-23,Assam,352,657,204
2025-10-23,Bihar,117,2486,1269
2025-10-23,Chandigarh,0,28,8
2025-10-23,Chhattisgarh,7,436,571
2025-10-23,Dadra And Nagar Haveli And Daman And Diu,0,9,3
2025-10-23,Delhi,5,518,136
2025-10-23,Goa,1,25,15
2025-10-23,Gujarat,97,769,28
2025-10-23,Haryana,1,598,344
2025-10-23,Himachal Pradesh,5,94,123
2025-10-23,Jammu And Kashmir,4,165,104
2025-10-23,Jharkhand,11,519,336
2025-10-23,Karnataka,13,1284,21
2025-10-23,Kerala,61,833,159
2025-10-23,Ladakh,1,5,5
2025-10-23,Lakshadweep,0,5,1
2025-10-23,Madhya Pradesh,26,1296,511
2025-10-23,Maharashtra,11,1686,1961
2025-10-23,Manipur,1,95,46
2025-10-23,Meghalaya,282,53,5
2025-10-23,Mizoram,14,29,23
2025-10-23,Nagaland,2,41,28
2025-10-23,Odisha,9,486,145
2025-10-23,Puducherry,0,31,1
2025-10-23,Punjab,6,653,261
2025-10-23,Rajasthan,16,1085,600
2025-10-23,Sikkim,0,1,0
2025-10-23,Tamil Nadu,17,1786,68
2025-10-23,Telangana,11,995,99
2025-10-23,Tripura,6,57,13
2025-10-23,Uttar Pradesh,31,3559,2074
2025-10-23,Uttarakhand,1,209,158
2025-10-23,West Bengal,26,3866,209
2025-10-24,Andaman And Nicobar Islands,8,83,123
2025-10-24,Andhra Pradesh,1845,31412,23644
2025-10-24,Arunachal Pradesh,86,589,476
2025-10-24,Assam,1827,13041,9826
2025-10-24,Bihar,5338,62515,24743
2025-10-24,Chandigarh,19,285,164
2025-10-24,Chhattisgarh,575,8972,9406
2025-10-24,Dadra And Nagar Haveli And Daman And Diu,7,110,153
2025-10-24,Delhi,452,5249,3344
2025-10-24,Goa,34,452,402
2025-10-24,Gujarat,1091,8434,8756
2025-10-24,Haryana,654,6965,6245
2025-10-24,Himachal Pradesh,271,1881,2469
2025-10-24,Jammu And Kashmir,476,3995,3422
2025-10-24,Jharkhand,1133,11225,6759
2025-10-24,Karnataka,1066,15191,10411
2025-10-24,Kerala,1340,15100,7324
2025-10-24,Ladakh,10,21,43
2025-10-24,Lakshadweep,0,44,19
2025-10-24,Madhya Pradesh,1325,10715,8309
2025-10-24,Maharashtra,1347,33105,17589
2025-10-24,Manipur,164,4429,1317
2025-10-24,Meghalaya,314,1647,472
2025-10-24,Mizoram,99,655,496
2025-10-24,Nagaland,182,917,689
2025-10-24,Odisha,1212,16141,11599
2025-10-24,Puducherry,27,381,350
2025-10-24,Punjab,275,6961,4401
2025-10-24,Rajasthan,1171,9658,9777
2025-10-24,Sikkim,11,41,27
2025-10-24,Tamil Nadu,1726,20802,17825
2025-10-24,Telangana,2008,22405,18863
2025-10-24,Tripura,117,1374,979
2025-10-24,Uttar Pradesh,5269,58305,44669
2025-10-24,Uttarakhand,182,2324,3134
2025-10-24,West Bengal,4519,51892,10820
2025-10-25,Andaman And Nicobar Islands,4,20,140
2025-10-25,Andhra Pradesh,2850,19514,40807
2025-10-25,Arunachal Pradesh,86,461,983
2025-10-25,Assam,1625,10195,21368
2025-10-25,Bihar,5670,36553,20650
2025-10-25,Chandigarh,20,220,186
2025-10-25,Chhattisgarh,723,9664,7388
2025-10-25,Dadra And Nagar Haveli And Daman And Diu,6,75,89
2025-10-25,Delhi,486,2515,3360
2025-10-25,Goa,33,352,746
2025-10-25,Gujarat,350,2850,4971
2025-10-25,Haryana,1060,5050,6666
2025-10-25,Himachal Pradesh,363,1262,1990
2025-10-25,Jammu And Kashmir,844,2762,7471
2025-10-25,Jharkhand,1891,12286,6135
2025-10-25,Karnataka,918,16770,17942
2025-10-25,Kerala,1541,10698,13577
2025-10-25,Ladakh,7,14,55
2025-10-25,Lakshadweep,4,4,64
2025-10-25,Madhya Pradesh,3752,14503,11039
2025-10-25,Maharashtra,2399,48153,34808
2025-10-25,Manipur,123,3448,2099
2025-10-25,Meghalaya,400,1247,962
2025-10-25,Mizoram,75,468,618
2025-10-25,Nagaland,179,581,1413
2025-10-25,Odisha,1867,15484,27725
2025-10-25,Puducherry,50,329,722
2025-10-25,Punjab,489,9032,12362
2025-10-25,Rajasthan,2477,14827,8482
2025-10-25,Sikkim,9,27,69
2025-10-25,Tamil Nadu,3257,22676,59934
2025-10-25,Telangana,3855,22819,31194
2025-10-25,Tripura,126,1128,2478
2025-10-25,Uttar Pradesh,7972,63127,27938
2025-10-25,Uttarakhand,380,2544,1783
2025-10-25,West Bengal,4091,40031,21929
2025-10-26,Andaman And Nicobar Islands,5,27,169
2025-10-26,Andhra Pradesh,818,20575,40134
2025-10-26,Arunachal Pradesh,64,374,394
2025-10-26,Assam,1001,12528,11860
2025-10-26,Bihar,4935,41878,37184
2025-10-26,Chandigarh,12,185,302
2025-10-26,Chhattisgarh,487,11931,21727
2025-10-26,Dadra And Nagar Haveli And Daman And Diu,4,138,70
2025-10-26,Delhi,439,4085,6160
2025-10-26,Goa,27,268,543
2025-10-26,Gujarat,333,3471,3573
2025-10-26,Haryana,583,5352,13373
2025-10-26,Himachal Pradesh,128,972,3865
2025-10-26,Jammu And Kashmir,304,2460,7439
2025-10-26,Jharkhand,934,8381,12129
2025-10-26,Karnataka,1683,11459,14510
2025-10-26,Kerala,485,11981,8769
2025-10-26,Ladakh,3,31,26
2025-10-26,Lakshadweep,2,20,33
2025-10-26,Madhya Pradesh,1920,16343,16868
2025-10-26,Maharashtra,1299,41388,54698
2025-10-26,Manipur,85,6298,2255
2025-10-26,Meghalaya,272,852,486
2025-10-26,Mizoram,32,350,380
2025-10-26,Nagaland,158,450,670
2025-10-26,Odisha,695,12009,26960
2025-10-26,Puducherry,58,434,534
2025-10-26,Punjab,307,7746,9902
2025-10-26,Rajasthan,1281,16065,14958
2025-10-26,Sikkim,2,40,67
2025-10-26,Tamil Nadu,1590,28272,28976
2025-10-26,Telangana,1221,25822,22496
2025-10-26,Tripura,44,1474,1509
2025-10-26,Uttar Pradesh,5361,84508,70832
2025-10-26,Uttarakhand,222,2762,4470
2025-10-26,West Bengal,1873,35074,18430
2025-10-27,Andaman And Nicobar Islands,3,38,120
2025-10-27,Andhra Pradesh,1124,12629,60003
2025-10-27,Arunachal Pradesh,40,224,425
2025-10-27,Assam,1186,6022,8900
2025-10-27,Bihar,3445,17047,24339
2025-10-27,Chandigarh,17,142,241
2025-10-27,Chhattisgarh,450,4776,18462
2025-10-27,Dadra And Nagar Haveli And Daman And Diu,4,14,149
2025-10-27,Delhi,358,1212,4636
2025-10-27,Goa,26,74,289
2025-10-27,Gujarat,252,2206,2635
2025-10-27,Haryana,589,2911,9140
2025-10-27,Himachal Pradesh,128,485,3039
2025-10-27,Jammu And Kashmir,456,1457,5021
2025-10-27,Jharkhand,696,3597,7348
2025-10-27,Karnataka,635,6549,12450
2025-10-27,Kerala,910,3174,5715
2025-10-27,Ladakh,1,18,25
2025-10-27,Lakshadweep,0,10,24
2025-10-27,Madhya Pradesh,1604,4683,24244
2025-10-27,Maharashtra,1009,23714,48632
2025-10-27,Manipur,73,2506,3357
2025-10-27,Meghalaya,415,469,369
2025-10-27,Mizoram,68,196,333
2025-10-27,Nagaland,132,246,603
2025-10-27,Odisha,846,7611,16644
2025-10-27,Puducherry,53,322,361
2025-10-27,Punjab,224,3774,5831
2025-10-27,Rajasthan,1175,4684,14210
2025-10-27,Sikkim,2,30,15
2025-10-27,Tamil Nadu,2212,10686,26862
2025-10-27,Telangana,1369,11969,15562
2025-10-27,Tripura,42,439,482
2025-10-27,Uttar Pradesh,4439,23454,38202
2025-10-27,Uttarakhand,160,1246,2853
2025-10-27,West Bengal,2036,22686,7623
2025-10-28,Andaman And Nicobar Islands,5,42,87
2025-10-28,Andhra Pradesh,1078,12308,18252
2025-10-28,Arunachal Pradesh,37,243,223
2025-10-28,Assam,1146,4731,3334
2025-10-28,Bihar,3350,5995,7790
2025-10-28,Chandigarh,23,153,132
2025-10-28,Chhattisgarh,839,6578,8172
2025-10-28,Dadra And Nagar Haveli And Daman And Diu,8,31,67
2025-10-28,Delhi,495,1765,2116
2025-10-28,Goa,15,179,248
2025-10-28,Gujarat,325,5204,3056
2025-10-28,Haryana,881,4965,6032
2025-10-28,Himachal Pradesh,222,1034,1744
2025-10-28,Jammu And Kashmir,454,2231,2956
2025-10-28,Jharkhand,1191,3214,3156
2025-10-28,Karnataka,1368,10433,9020
2025-10-28,Kerala,1025,5538,3775
2025-10-28,Ladakh,3,30,14
2025-10-28,Lakshadweep,2,0,15
2025-10-28,Madhya Pradesh,3021,8518,12476
2025-10-28,Maharashtra,1412,38545,28047
2025-10-28,Manipur,108,2897,1791
2025-10-28,Meghalaya,344,463,437
2025-10-28,Mizoram,37,143,246
2025-10-28,Nagaland,62,260,477
2025-10-28,Odisha,887,7408,9030
2025-10-28,Puducherry,41,187,271
2025-10-28,Punjab,490,6003,4816
2025-10-28,Rajasthan,2395,10225,9430
2025-10-28,Sikkim,2,51,16
2025-10-28,Tamil Nadu,2455,18422,18490
2025-10-28,Telangana,1259,27749,10234
2025-10-28,Tripura,74,1302,974
2025-10-28,Uttar Pradesh,5983,31142,34899
2025-10-28,Uttarakhand,331,862,2925
2025-10-28,West Bengal,2425,10446,5674
2025-10-29,Andaman And Nicobar Islands,3,40,152
2025-10-29,Andhra Pradesh,1164,9536,18727
2025-10-29,Arunachal Pradesh,22,307,309
2025-10-29,Assam,1190,5761,4248
2025-10-29,Bihar,2317,18609,8281
2025-10-29,Chandigarh,24,315,223
2025-10-29,Chhattisgarh,752,17430,15848
2025-10-29,Dadra And Nagar Haveli And Daman And Diu,5,78,122
2025-10-29,Delhi,459,4664,3330
2025-10-29,Goa,8,363,375
2025-10-29,Gujarat,263,9409,4075
2025-10-29,Haryana,535,6682,8755
2025-10-29,Himachal Pradesh,153,1290,2560
2025-10-29,Jammu And Kashmir,454,1689,2830
2025-10-29,Jharkhand,822,4215,3168
2025-10-29,Karnataka,2263,8164,17306
2025-10-29,Kerala,774,5303,3612
2025-10-29,Ladakh,4,13,20
2025-10-29,Lakshadweep,0,13,12
2025-10-29,Madhya Pradesh,1948,13866,25284
2025-10-29,Maharashtra,1358,95103,72475
2025-10-29,Manipur,107,7278,2743
2025-10-29,Meghalaya,117,1102,449
2025-10-29,Mizoram,24,260,324
2025-10-29,Nagaland,45,578,474
2025-10-29,Odisha,778,9005,10805
2025-10-29,Puducherry,14,245,486
2025-10-29,Punjab,361,8772,5375
2025-10-29,Rajasthan,2241,15526,14023
2025-10-29,Sikkim,0,79,24
2025-10-29,Tamil Nadu,1288,10117,33945
2025-10-29,Telangana,1213,3943,8726
2025-10-29,Tripura,30,728,889
2025-10-29,Uttar Pradesh,5374,45629,39885
2025-10-29,Uttarakhand,278,2269,3821
2025-10-29,West Bengal,2524,37927,5237
2025-10-30,Andaman And Nicobar Islands,6,28,30
2025-10-30,Andhra Pradesh,3583,10842,28841
2025-10-30,Arunachal Pradesh,88,54,538
2025-10-30,Assam,4095,3897,5189
2025-10-30,Bihar,6647,17800,8445
2025-10-30,Chandigarh,116,223,252
2025-10-30,Chhattisgarh,3809,5632,11484
2025-10-30,Dadra And Nagar Haveli And Daman And Diu,12,24,41
2025-10-30,Delhi,1881,2612,4433
2025-10-30,Goa,55,174,620
2025-10-30,Gujarat,2683,5855,9209
2025-10-30,Haryana,3303,6047,6474
2025-10-30,Himachal Pradesh,769,1083,1824
2025-10-30,Jammu And Kashmir,1740,2394,5782
2025-10-30,Jharkhand,1911,6917,2719
2025-10-30,Karnataka,5514,11594,15141
2025-10-30,Kerala,3070,7063,10785
2025-10-30,Ladakh,19,31,34
2025-10-30,Lakshadweep,9,13,36
2025-10-30,Madhya Pradesh,14546,13222,21745
2025-10-30,Maharashtra,8694,56508,98786
2025-10-30,Manipur,381,3084,4832
2025-10-30,Meghalaya,456,409,1545
2025-10-30,Mizoram,76,86,436
2025-10-30,Nagaland,160,298,1140
2025-10-30,Odisha,2838,4787,20005
2025-10-30,Puducherry,63,288,418
2025-10-30,Punjab,1576,4327,13668
2025-10-30,Rajasthan,7499,11393,13299
2025-10-30,Sikkim,39,13,81
2025-10-30,Tamil Nadu,6371,16662,40282
2025-10-30,Telangana,3855,17710,20450
2025-10-30,Tripura,353,785,2798
2025-10-30,Uttar Pradesh,17515,48304,45116
2025-10-30,Uttarakhand,1305,2531,4062
2025-10-30,West Bengal,11587,30064,20201
2025-10-31,Andaman And Nicobar Islands,3,74,81
2025-10-31,Andhra Pradesh,1835,33009,47865
2025-10-31,Arunachal Pradesh,44,402,948
2025-10-31,Assam,1979,10195,13833
2025-10-31,Bihar,5950,50291,19180
2025-10-31,Chandigarh,54,446,362
2025-10-31,Chhattisgarh,1680,23850,19681
2025-10-31,Dadra And Nagar Haveli And Daman And Diu,20,153,165
2025-10-31,Delhi,1039,5862,5388
2025-10-31,Goa,44,624,788
2025-10-31,Gujarat,1805,10557,11557
2025-10-31,Haryana,1514,8408,10111
2025-10-31,Himachal Pradesh,306,1248,2876
2025-10-31,Jammu And Kashmir,570,2548,7068
2025-10-31,Jharkhand,1339,9925,3964
2025-10-31,Karnataka,5277,16978,17083
2025-10-31,Kerala,1253,13318,9700
2025-10-31,Ladakh,8,43,25
2025-10-31,Lakshadweep,3,17,35
2025-10-31,Madhya Pradesh,7384,21039,18072
2025-10-31,Maharashtra,4848,139605,94106
2025-10-31,Manipur,175,10942,4932
2025-10-31,Meghalaya,443,1193,1195
2025-10-31,Mizoram,80,423,307
2025-10-31,Nagaland,146,538,736
2025-10-31,Odisha,1742,14998,23187
2025-10-31,Puducherry,69,443,385
2025-10-31,Punjab,1456,9729,10626
2025-10-31,Rajasthan,3597,19429,10567
2025-10-31,Sikkim,9,75,70
2025-10-31,Tamil Nadu,3400,29867,33628
2025-10-31,Telangana,1812,21951,15721
2025-10-31,Tripura,246,1763,2098
2025-10-31,Uttar Pradesh,14359,64368,34791
2025-10-31,Uttarakhand,851,3839,3263
2025-10-31,West Bengal,5995,100842,20579
2025-11-01,Andaman And Nicobar Islands,3,54,54
